,,,,TAE[DBOC] in kJ/mol ,,,,
,,,,HF,cc-pVQZ,cc-pVQZ,cc-pVQZ,
Filename,H,C,Electrons,∆CCSD,Best,cc-pVTZ,cc-pVDZ,
Benzene-2Me_ortho.xyz,10,8,58,Benzene-2Me_ortho.xyz,0.762182387,N/A,0.762182387,
Benzene-2Me_meta.xyz,10,8,58,Benzene-2Me_meta.xyz,0.76002869,N/A,0.76002869,
Benzene-2Me_para.xyz,10,8,58,Benzene-2Me_para.xyz,0.752430755,N/A,0.752430755,
C9H8_Indene_Cs.xyz,8,9,62,C9H8_Indene_Cs.xyz,0.809912402,N/A,0.809912402,
C9H10_Indane_Cs.xyz,10,9,64,C9H10_Indane_Cs.xyz,0.785366865,N/A,0.785366865,
C10H8_Naphthalene_D2h.xyz,8,10,68,C10H8_Naphthalene_D2h.xyz,0.803530862,N/A,0.803530862,
C12H8_Acenaphthylene_C2v.xyz,8,12,80,C12H8_Acenaphthylene_C2v.xyz,0.973652497,N/A,0.973652497,
C12H8_Biphenylene_D2h.xyz,8,12,80,C12H8_Biphenylene_D2h.xyz,0.930536536,N/A,0.930536536,
C12H10_Acenaphthene_C2v.xyz,10,12,82,C12H10_Acenaphthene_C2v.xyz,0.99927869,N/A,0.99927869,
C12H10_Biphenyl_D2.xyz,10,12,82,C12H10_Biphenyl_D2.xyz,0.982800789,N/A,0.982800789,
C13H10_Fluorene_C2v.xyz,10,13,88,C13H10_Fluorene_C2v.xyz,1.080696233,N/A,1.080696233,
C14H8_Pyracyclene_D2h.xyz,8,14,92,C14H8_Pyracyclene_D2h.xyz,1.132132403,N/A,1.132132403,
C14H10_Anthracene_D2h.xyz,10,14,94,C14H10_Anthracene_D2h.xyz,1.097839435,N/A,1.097839435,
C14H10_Phenanthrene_C2v.xyz,10,14,94,C14H10_Phenanthrene_C2v.xyz,1.107097211,N/A,1.107097211,
C14H12_Pyracene_D2h.xyz,12,14,96,C14H12_Pyracene_D2h.xyz,1.177094091,N/A,1.177094091,
,,,,,,,,
